month,date,region,region_scope,category,daily_job_count
2026-06,2026-06-01,Bedfordshire,lookup_region,admin_service,4
2026-06,2026-06-02,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-03,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-04,Bedfordshire,lookup_region,admin_service,1
2026-06,2026-06-05,Bedfordshire,lookup_region,admin_service,1
2026-06,2026-06-06,Bedfordshire,lookup_region,admin_service,4
2026-06,2026-06-07,Bedfordshire,lookup_region,admin_service,4
2026-06,2026-06-08,Bedfordshire,lookup_region,admin_service,4
2026-06,2026-06-09,Bedfordshire,lookup_region,admin_service,3
2026-06,2026-06-10,Bedfordshire,lookup_region,admin_service,3
2026-06,2026-06-11,Bedfordshire,lookup_region,admin_service,3
2026-06,2026-06-12,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-13,Bedfordshire,lookup_region,admin_service,1
2026-06,2026-06-14,Bedfordshire,lookup_region,admin_service,1
2026-06,2026-06-15,Bedfordshire,lookup_region,admin_service,1
2026-06,2026-06-16,Bedfordshire,lookup_region,admin_service,1
2026-06,2026-06-17,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-18,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-19,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-20,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-21,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-22,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-23,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-24,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-25,Bedfordshire,lookup_region,admin_service,1
2026-06,2026-06-26,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-27,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-28,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-29,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-30,Bedfordshire,lookup_region,admin_service,0
2026-06,2026-06-01,Berkshire,lookup_region,admin_service,20
2026-06,2026-06-02,Berkshire,lookup_region,admin_service,9
2026-06,2026-06-03,Berkshire,lookup_region,admin_service,9
2026-06,2026-06-04,Berkshire,lookup_region,admin_service,9
2026-06,2026-06-05,Berkshire,lookup_region,admin_service,11
2026-06,2026-06-06,Berkshire,lookup_region,admin_service,15
2026-06,2026-06-07,Berkshire,lookup_region,admin_service,15
2026-06,2026-06-08,Berkshire,lookup_region,admin_service,15
2026-06,2026-06-09,Berkshire,lookup_region,admin_service,13
2026-06,2026-06-10,Berkshire,lookup_region,admin_service,13
2026-06,2026-06-11,Berkshire,lookup_region,admin_service,11
2026-06,2026-06-12,Berkshire,lookup_region,admin_service,5
2026-06,2026-06-13,Berkshire,lookup_region,admin_service,5
2026-06,2026-06-14,Berkshire,lookup_region,admin_service,4
2026-06,2026-06-15,Berkshire,lookup_region,admin_service,3
2026-06,2026-06-16,Berkshire,lookup_region,admin_service,3
2026-06,2026-06-17,Berkshire,lookup_region,admin_service,3
2026-06,2026-06-18,Berkshire,lookup_region,admin_service,3
2026-06,2026-06-19,Berkshire,lookup_region,admin_service,3
2026-06,2026-06-20,Berkshire,lookup_region,admin_service,3
2026-06,2026-06-21,Berkshire,lookup_region,admin_service,3
2026-06,2026-06-22,Berkshire,lookup_region,admin_service,3
2026-06,2026-06-23,Berkshire,lookup_region,admin_service,3
2026-06,2026-06-24,Berkshire,lookup_region,admin_service,3
2026-06,2026-06-25,Berkshire,lookup_region,admin_service,5
2026-06,2026-06-26,Berkshire,lookup_region,admin_service,4
2026-06,2026-06-27,Berkshire,lookup_region,admin_service,6
2026-06,2026-06-28,Berkshire,lookup_region,admin_service,6
2026-06,2026-06-29,Berkshire,lookup_region,admin_service,6
2026-06,2026-06-30,Berkshire,lookup_region,admin_service,6
2026-06,2026-06-01,Bristol & Bath,lookup_region,admin_service,17
2026-06,2026-06-02,Bristol & Bath,lookup_region,admin_service,7
2026-06,2026-06-03,Bristol & Bath,lookup_region,admin_service,8
2026-06,2026-06-04,Bristol & Bath,lookup_region,admin_service,8
2026-06,2026-06-05,Bristol & Bath,lookup_region,admin_service,7
2026-06,2026-06-06,Bristol & Bath,lookup_region,admin_service,9
2026-06,2026-06-07,Bristol & Bath,lookup_region,admin_service,9
2026-06,2026-06-08,Bristol & Bath,lookup_region,admin_service,9
2026-06,2026-06-09,Bristol & Bath,lookup_region,admin_service,10
2026-06,2026-06-10,Bristol & Bath,lookup_region,admin_service,10
2026-06,2026-06-11,Bristol & Bath,lookup_region,admin_service,8
2026-06,2026-06-12,Bristol & Bath,lookup_region,admin_service,8
2026-06,2026-06-13,Bristol & Bath,lookup_region,admin_service,7
2026-06,2026-06-14,Bristol & Bath,lookup_region,admin_service,6
2026-06,2026-06-15,Bristol & Bath,lookup_region,admin_service,6
2026-06,2026-06-16,Bristol & Bath,lookup_region,admin_service,6
2026-06,2026-06-17,Bristol & Bath,lookup_region,admin_service,4
2026-06,2026-06-18,Bristol & Bath,lookup_region,admin_service,5
2026-06,2026-06-19,Bristol & Bath,lookup_region,admin_service,5
2026-06,2026-06-20,Bristol & Bath,lookup_region,admin_service,5
2026-06,2026-06-21,Bristol & Bath,lookup_region,admin_service,5
2026-06,2026-06-22,Bristol & Bath,lookup_region,admin_service,5
2026-06,2026-06-23,Bristol & Bath,lookup_region,admin_service,4
2026-06,2026-06-24,Bristol & Bath,lookup_region,admin_service,6
2026-06,2026-06-25,Bristol & Bath,lookup_region,admin_service,8
2026-06,2026-06-26,Bristol & Bath,lookup_region,admin_service,8
2026-06,2026-06-27,Bristol & Bath,lookup_region,admin_service,10
2026-06,2026-06-28,Bristol & Bath,lookup_region,admin_service,10
2026-06,2026-06-29,Bristol & Bath,lookup_region,admin_service,10
2026-06,2026-06-30,Bristol & Bath,lookup_region,admin_service,10
2026-06,2026-06-01,Buckinghamshire,lookup_region,admin_service,11
2026-06,2026-06-02,Buckinghamshire,lookup_region,admin_service,6
2026-06,2026-06-03,Buckinghamshire,lookup_region,admin_service,5
2026-06,2026-06-04,Buckinghamshire,lookup_region,admin_service,4
2026-06,2026-06-05,Buckinghamshire,lookup_region,admin_service,3
2026-06,2026-06-06,Buckinghamshire,lookup_region,admin_service,5
2026-06,2026-06-07,Buckinghamshire,lookup_region,admin_service,5
2026-06,2026-06-08,Buckinghamshire,lookup_region,admin_service,5
2026-06,2026-06-09,Buckinghamshire,lookup_region,admin_service,5
2026-06,2026-06-10,Buckinghamshire,lookup_region,admin_service,4
2026-06,2026-06-11,Buckinghamshire,lookup_region,admin_service,5
2026-06,2026-06-12,Buckinghamshire,lookup_region,admin_service,5
2026-06,2026-06-13,Buckinghamshire,lookup_region,admin_service,5
2026-06,2026-06-14,Buckinghamshire,lookup_region,admin_service,7
2026-06,2026-06-15,Buckinghamshire,lookup_region,admin_service,8
2026-06,2026-06-16,Buckinghamshire,lookup_region,admin_service,7
2026-06,2026-06-17,Buckinghamshire,lookup_region,admin_service,6
2026-06,2026-06-18,Buckinghamshire,lookup_region,admin_service,7
2026-06,2026-06-19,Buckinghamshire,lookup_region,admin_service,7
2026-06,2026-06-20,Buckinghamshire,lookup_region,admin_service,4
2026-06,2026-06-21,Buckinghamshire,lookup_region,admin_service,4
2026-06,2026-06-22,Buckinghamshire,lookup_region,admin_service,6
2026-06,2026-06-23,Buckinghamshire,lookup_region,admin_service,6
2026-06,2026-06-24,Buckinghamshire,lookup_region,admin_service,6
2026-06,2026-06-25,Buckinghamshire,lookup_region,admin_service,6
2026-06,2026-06-26,Buckinghamshire,lookup_region,admin_service,5
2026-06,2026-06-27,Buckinghamshire,lookup_region,admin_service,8
2026-06,2026-06-28,Buckinghamshire,lookup_region,admin_service,7
2026-06,2026-06-29,Buckinghamshire,lookup_region,admin_service,8
2026-06,2026-06-30,Buckinghamshire,lookup_region,admin_service,8
2026-06,2026-06-01,Cambridgeshire,lookup_region,admin_service,2
2026-06,2026-06-02,Cambridgeshire,lookup_region,admin_service,2
2026-06,2026-06-03,Cambridgeshire,lookup_region,admin_service,3
2026-06,2026-06-04,Cambridgeshire,lookup_region,admin_service,3
2026-06,2026-06-05,Cambridgeshire,lookup_region,admin_service,3
2026-06,2026-06-06,Cambridgeshire,lookup_region,admin_service,3
2026-06,2026-06-07,Cambridgeshire,lookup_region,admin_service,3
2026-06,2026-06-08,Cambridgeshire,lookup_region,admin_service,4
2026-06,2026-06-09,Cambridgeshire,lookup_region,admin_service,2
2026-06,2026-06-10,Cambridgeshire,lookup_region,admin_service,3
2026-06,2026-06-11,Cambridgeshire,lookup_region,admin_service,3
2026-06,2026-06-12,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-13,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-14,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-15,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-16,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-17,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-18,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-19,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-20,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-21,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-22,Cambridgeshire,lookup_region,admin_service,0
2026-06,2026-06-23,Cambridgeshire,lookup_region,admin_service,0
