feed_date,decision,region,title,town,salary_text,working_arrangement,working_arrangement_text,working_arrangement_evidence,manual_override,manual_select,job_id
2026-08-27,SELECTED,Merseyside - Liverpool,German Speaking Customer Service Administrator,Liverpool,"£27256 per year (Hybrid working, great benefits)",hybrid,2 days from home,"German Speaking Customer Service Administrator German Speaking Customer Service Administrator - Location: Liverpool / Hybrid (2 days from home) - Salary: 27,256 - Contract: Full time, Permanent - Hours: Monday to Friday, 35 hours per week (8am - 4pm or 10am - 6pm) My client is looking to recruit a German Speaking Customer Service Administrator to work out of their main office in South Liverpool.",,,23643_225469002
2026-08-27,SELECTED,Merseyside - Liverpool,Part Time Receptionist,Liverpool,£13.59 per hour,onsite_or_not_stated,,,,,23643_225476291
2026-08-27,SELECTED,Merseyside - Liverpool,Facilities Contract Administrator,Liverpool,£26000 per year,onsite_or_not_stated,,,,,107729667
2026-08-27,SELECTED,Merseyside - Liverpool,Corporate Actions Administrator,Liverpool,,onsite_or_not_stated,,,,,107876066
2026-08-27,SELECTED,Merseyside - Liverpool,Interior Designer - Space Planner,Liverpool,£30000 per year,onsite_or_not_stated,,,,,107890257
2026-08-27,SELECTED,Merseyside - Liverpool,Business Support Co-ordinator,Liverpool,,onsite_or_not_stated,,,,,23643_225428643
2026-08-27,SELECTED,Norfolk,Experienced Motor Claims Handler,Norfolk,£30000 per year,onsite_or_not_stated,,,,,107734747
2026-08-27,SELECTED,Norfolk,Third-Party Capture Claims Handler,Norfolk,£30000 per year,onsite_or_not_stated,,,,,107752321
2026-08-27,SELECTED,Norfolk,Administrator,Norfolk,,onsite_or_not_stated,,,,,1642193
2026-08-27,SELECTED,Norfolk,Data Administrator,Norfolk,£12.82 per hour,onsite_or_not_stated,,,,,23643_225469088
2026-08-27,SELECTED,Norfolk,Student Administration Assistant,Norfolk,£26500 per year,onsite_or_not_stated,,,,,23643_225475160
2026-08-27,SELECTED,Norfolk,Contracts Administrator,Norfolk,,onsite_or_not_stated,,,,,107826314
2026-08-27,SELECTED,Norfolk,Finance Assistant,Norfolk,£28000 - £30000 per year,onsite_or_not_stated,,,,,23643_225513742
2026-08-27,SELECTED,Norfolk,Administrator,Norfolk,£28000 per year,onsite_or_not_stated,,,,,23643_225502576
2026-08-27,SELECTED,Norfolk,Administrator,Norfolk,£12.71 per hour,onsite_or_not_stated,,,,,23643_225522797
2026-08-27,SELECTED,Norfolk,Motor Claims Handler,Norfolk,£26000 per year,onsite_or_not_stated,,,,,107734785
2026-08-27,SELECTED,Norfolk,Customer Service Coordinator,Norfolk,,onsite_or_not_stated,,,,,23643_225525272
2026-08-27,SELECTED,Norfolk,Service Desk Analyst,Norfolk,,onsite_or_not_stated,,,,,1693437
2026-08-27,SELECTED,Norfolk,Temporary Construction Administrator,Norfolk,£13.5 per hour,onsite_or_not_stated,,,,,23643_225533805
2026-08-27,SELECTED,Norfolk,Contract Administrator- Dereham,Norfolk,£30000 per year,onsite_or_not_stated,,,,,107892257
2026-08-27,SELECTED,Norfolk,Customer Service Coordinator,Norfolk,,onsite_or_not_stated,,,,,107887405
2026-08-27,SELECTED,Norfolk,Building Safety Levy Administrator,Norfolk,£30000 per year,onsite_or_not_stated,,,,,107881724
2026-08-27,SELECTED,Northamptonshire,Business Administrator - Part Time,Northamptonshire,£13 - £15 per hour,onsite_or_not_stated,,,,,23643_225432903
2026-08-27,SELECTED,Northamptonshire,Taxi Licencing Administrator,Northamptonshire,£15.06 per hour,onsite_or_not_stated,,,,,23643_225438039
2026-08-27,SELECTED,Northamptonshire,Junior Administrator,Northamptonshire,£12.71 per hour,onsite_or_not_stated,,,,,23643_225437824
2026-08-27,SELECTED,Northamptonshire,Administrator,Northamptonshire,£12.71 per hour,onsite_or_not_stated,,,,,23643_225452802
2026-08-27,SELECTED,Northamptonshire,Office Administrator,Northamptonshire,,onsite_or_not_stated,,,,,23643_225451122
2026-08-27,SELECTED,Northamptonshire,Project Coordinator,Northamptonshire,£28849 per year,hybrid,Hybrid working,"Benefits - Competitive salary - 25 days annual leave, with the option to purchase up to 5 additional days - Life insurance - Cycle to Work scheme - Subsidised gym membership - Access to health and wellbeing apps - Employee discount schemes - Hybrid and flexible working culture Northamptonshire Northamptonshire",,,23643_225475580
2026-08-27,SELECTED,Northamptonshire,Finance Assistant,Northamptonshire,£20000 per year,onsite_or_not_stated,,,,,107831376
2026-08-27,SELECTED,Northamptonshire,Customer Service Coordinator,Northamptonshire,£26000 - £28000 per year (+ excellent benefits),onsite_or_not_stated,,,,,23643_225391849
2026-08-27,SELECTED,Northamptonshire,Order Processing Administrator,Northamptonshire,£15 per hour,onsite_or_not_stated,,,,,23643_225509666
2026-08-27,SELECTED,Northamptonshire,New Business Unit Administrator,Northamptonshire,£25750 per year,hybrid,Hybrid working,"Summary of the New Business Unit Administrator role Salary: £25,750 Location: Northampton Type of Contract: Permanent Hours: 35 hour working week Monday - Friday 9:00am - 5:00pm - Hybrid working available Responsibilities of the New Business Unit Administrator - Process new client and new matter opening requests - Review file opening forms and supporting documentation - Maintain accurate records and documentation - Act as a point of contact - Provide clear updates on onboarding progress and outstanding requirements Requirements for a successful New Business Unit Administrator - Previous Administration experience - Awareness of AML, CDD, Sanctions and conflict search requirements - Knowledge of client and matter onboarding systems - Strong attention to detail and data accuracy - Problem-solving and organisational skills About Allstaff Recruitment We re an independent recruitment specialist based in Bedfordshire, supporting businesses across Bedford, Milton Keynes, and surrounding areas.",,,23643_225510923
2026-08-27,SELECTED,Northamptonshire,Sales Administrator,Northamptonshire,£26500 - £27500 per year (benefits),onsite_or_not_stated,,,,,23643_225516355
2026-08-27,SELECTED,Northamptonshire,Furniture & Floor Coverings Systems Co-ordinator,Northamptonshire,£24000 per year,onsite_or_not_stated,,,,,107874714
2026-08-27,SELECTED,Northamptonshire,Client Relations Administrator,Northamptonshire,£26000 - £28000 per year (+ Benefits),onsite_or_not_stated,,,,,23643_225521648
2026-08-27,SELECTED,Northamptonshire,Customer Support Administrator,Northamptonshire,£24000 per year,onsite_or_not_stated,,,,,23643_225524164
2026-08-27,SELECTED,Northamptonshire,Employer Liability and Public Liability Claims Handler (6 - Month FTC),Northamptonshire,,onsite_or_not_stated,,,,,107792065
2026-08-27,SELECTED,Northamptonshire,Sales Administrator,Northamptonshire,£26000 per year,onsite_or_not_stated,,,,,107875009
2026-08-27,SELECTED,Northamptonshire,Commercial Sales Coordinator,Northamptonshire,,onsite_or_not_stated,,,,,107765772
2026-08-27,SELECTED,Northern Ireland - East,Part-time Administrator,Belfast,£21099 - £24902 per year (pro rata),onsite_or_not_stated,,,,,23643_225445577
2026-08-27,SELECTED,Northern Ireland - East,Purchase Ledger Administrator,Lisburn,,onsite_or_not_stated,,,,,2047770
2026-08-27,SELECTED,Northern Ireland - East,Administrators,Belfast,£12.71 - £14.08 per hour,onsite_or_not_stated,,,,,2047973
2026-08-27,SELECTED,Northern Ireland - East,Sales Administrator,Belfast,,onsite_or_not_stated,,,,,2048066
2026-08-27,SELECTED,Northern Ireland - East,Customer Service Advisor - Arc Room,Belfast,,onsite_or_not_stated,,,,,107836604
2026-08-27,SELECTED,Northern Ireland - East,Sales Support Administrator,Ballyclare,,onsite_or_not_stated,,,,,107861572
2026-08-27,SELECTED,Northern Ireland - East,Accounts Assistant & Income recovery,Belfast,£30000 per year,onsite_or_not_stated,,,,,107877249
2026-08-27,SELECTED,Northern Ireland - East,Casework Coordinator,Belfast,£26000 per year,hybrid,Hybrid working,"Casework Coordinator Casework Coordinator Location: Belfast, Northern Ireland (Hybrid) Salary: £25,269 to £27,498 per annum, pro rata Hours: 35 per week Contract: Fixed term contract (until 31st March 2028, with the possibility of extension subject to funding) Do you want to make a real difference in the lives of refugees and asylum seekers across the UK?",,,107852372
2026-08-27,SELECTED,Nottinghamshire,Temporary HR Coordinator,Nottinghamshire,£14.44 per hour,onsite_or_not_stated,,,,,23643_225440080
2026-08-27,SELECTED,Nottinghamshire,Administrator,Nottinghamshire,£27250 per year (Plus benefits),onsite_or_not_stated,,,,,23643_225470320
2026-08-27,SELECTED,Nottinghamshire,HR Administrator,Nottinghamshire,,onsite_or_not_stated,,,,,23643_225474179
2026-08-27,SELECTED,Nottinghamshire,Client Campaign Coordinator,Nottinghamshire,,onsite_or_not_stated,,,,,23643_225474228
2026-08-27,SELECTED,Nottinghamshire,Customer Support Advisor,Nottinghamshire,£25000 - £28000 per year,onsite_or_not_stated,,,,,23643_225472766
2026-08-27,SELECTED,Nottinghamshire,Receptionist - Bank,Nottinghamshire,£12.72 per hour,onsite_or_not_stated,,,,,23643_225494401
2026-08-27,SELECTED,Nottinghamshire,Finance Assistant,Nottinghamshire,£28000 per year,onsite_or_not_stated,,,,,107729637
2026-08-27,SELECTED,Nottinghamshire,Bid Coordinator,Nottinghamshire,,onsite_or_not_stated,,,,,107830819
2026-08-27,SELECTED,Nottinghamshire,Personal Development Coordinator,Nottinghamshire,£26000 per year,onsite_or_not_stated,,,,,107880833
2026-08-27,SELECTED,Nottinghamshire,Maintenance Administrator,Nottinghamshire,£25000 - £26500 per year,onsite_or_not_stated,,,,,23643_225532950
2026-08-27,SELECTED,Oxfordshire,Office Coordinator,Oxfordshire,£28000 per year,onsite_or_not_stated,,,,,23643_225433735
2026-08-27,SELECTED,Oxfordshire,NetSuite Administrator,Oxford,,hybrid,Hybrid working,"Net Suite Administrator Net Suite Administrator Location: Oxfordshire (Hybrid) Salary: Competitive Vacancy Type: Permanent, Full Time Purdicom, a fast-growing, award-winning technology company, situated in stunning modern barn conversions in the heart of the Oxfordshire countryside, we re a leading distributor of high-demand enterprise-level tech.",,,23643_225434155
2026-08-27,SELECTED,Oxfordshire,Receptionist,Oxfordshire,£12.79 per hour,onsite_or_not_stated,,,,,23643_225435666
2026-08-27,SELECTED,Oxfordshire,Lifestyle Coordinator,Oxfordshire,£13.1 per hour,onsite_or_not_stated,,,,,107723275
2026-08-27,SELECTED,Oxfordshire,PURCHASING COORDINATOR,Oxfordshire,£29000 - £29500 per year (25days holiday + bank hols + 6% pen),hybrid,Hybrid working,"PURCHASING COORDINATOR PURCHASING COORDINATOR Banbury Hybrid 29,500 Purchasing Coordinator A fantastic opportunity has arisen for a Purchasing Coordinator to join a well-established organisation in Banbury.",,,23643_225462965
2026-08-27,SELECTED,Oxfordshire,Sales and Parts Administrator,Oxfordshire,£26000 per year,onsite_or_not_stated,,,,,23643_225461932
2026-08-27,SELECTED,Oxfordshire,Temporary Administrator,Oxfordshire,£14.35 per hour,onsite_or_not_stated,,,,,23643_225463257
2026-08-27,SELECTED,Oxfordshire,Administrator,Oxfordshire,£13 - £14 per hour,onsite_or_not_stated,,,,,23643_225464294
2026-08-27,SELECTED,Oxfordshire,Administrator,Oxfordshire,£13 per hour,onsite_or_not_stated,,,,,23643_225358207
2026-08-27,SELECTED,Oxfordshire,Office Administrator,Oxfordshire,£25000 per year,onsite_or_not_stated,,,,,23643_225472773
2026-08-27,SELECTED,Oxfordshire,Administrator,Oxfordshire,£27000 - £29000 per year,onsite_or_not_stated,,,,,23643_225475163
2026-08-27,SELECTED,Oxfordshire,Administrator,Oxfordshire,,onsite_or_not_stated,,,,,23643_225491894
2026-08-27,SELECTED,Oxfordshire,Administrator,Oxfordshire,£28000 - £30000 per year,onsite_or_not_stated,,,,,23643_225493985
2026-08-27,SELECTED,Oxfordshire,Administrator,Oxfordshire,£13.44 per hour,onsite_or_not_stated,,,,,23643_225508503
2026-08-27,SELECTED,Oxfordshire,Accounts Administrator,Oxfordshire,£30000 per year,onsite_or_not_stated,,,,,107862291
2026-08-27,SELECTED,Oxfordshire,Scheduling Co-ordinator,Oxfordshire,,onsite_or_not_stated,,,,,23643_225476620
2026-08-27,SELECTED,Oxfordshire,Finance Assistant,Oxfordshire,£28000 per year,hybrid,Hybrid working,"In return we offer: - 25 days holidays plus bank holidays and Christmas holiday shutdown - Generous pension scheme (employer s contribution currently up to 18%) - Group Life Assurance (also known as Group Life Insurance or Death in Service) - Buying and Selling Annual Leave - Workplace Nursery Salary Sacrifice Scheme - Hub building with state-of-the-art laboratories - Hybrid and flexible working - Training and development opportunities for staff at all levels - Bus pass discount scheme and good transport links to Oxford and surrounding areas - Cycle to Work Scheme - Access to employee discount platform (Perkbox) - Occupational Health and wellbeing support including Employee Assistance (24/7 support and counselling) - Health Cash Plan - Subsidised canteen and food outlets on campus - Free on-site parking - Campus location in beautiful countryside with social and sports clubs open to staff The Franklin s underlying aim is to produce the best science for research today, and this means resolutely embracing a diverse team, who have a wide range of experiences, skills and knowledge to push forward on the innovative work our institution delivers.",,,1247531 [JSP51654]
2026-08-27,SELECTED,Oxfordshire,Claims Administrator,Oxfordshire,£26000 - £28000 per year,onsite_or_not_stated,,,,,23643_225412786
2026-08-27,SELECTED,Oxfordshire,Temporary Administrator,Oxfordshire,£12.71 per hour,onsite_or_not_stated,,,,,23643_225524539
2026-08-27,SELECTED,Oxfordshire,Receptionist,Oxfordshire,,onsite_or_not_stated,,,,,1780036
2026-08-27,SELECTED,Oxfordshire,Housing Solutions - Accommodation Coordinator,Oxfordshire,£24000 per year,onsite_or_not_stated,,,,,107876963
2026-08-27,SELECTED,Oxfordshire,Sales Administrator,Oxfordshire,,onsite_or_not_stated,,,,,107863291
2026-08-27,SELECTED,Oxfordshire,Temporary Medical Secretary,Oxfordshire,£13 - £13.33 per hour (holiday pay),onsite_or_not_stated,,,,,23643_225533669
2026-08-27,SELECTED,Oxfordshire,Ecommerce Coordinator,Oxfordshire,£13.75 per hour,onsite_or_not_stated,,,,,107860928
2026-08-27,SELECTED,Oxfordshire,Accounts Administrator Entry Level Opportunity,Oxfordshire,£26000 per year,onsite_or_not_stated,,,,,107856250
2026-08-27,SELECTED,Oxfordshire,Support Coordinator,Oxfordshire,£14.65 per hour,onsite_or_not_stated,,,,,107896166
2026-08-27,SELECTED,Oxfordshire,"Ecommerce Coordinator (Customer Service, Orders & Platform Support)",Oxfordshire,,onsite_or_not_stated,,,,,107842716
2026-08-27,SELECTED,Oxfordshire,Sales & Customer Service Support Administrator,Oxfordshire,£30000 per year,onsite_or_not_stated,,,,,107901549
2026-08-27,SELECTED,Scotland Central - Edinburgh & Lothians,Italian speaking Office Administrator,Edinburgh,£12.71 per hour,onsite_or_not_stated,,,,,23643_225457991
2026-08-27,SELECTED,Scotland Central - Edinburgh & Lothians,Administrator,Edinburgh,£23000 - £26000 per year,onsite_or_not_stated,,,,,23643_225461959
2026-08-27,SELECTED,Scotland Central - Edinburgh & Lothians,Customer & Sales Coordinator,Livingston,£30000 per year,onsite_or_not_stated,,,,,23643_225476669
2026-08-27,SELECTED,Scotland Central - Edinburgh & Lothians,Faculties Coordinator,Edinburgh,,onsite_or_not_stated,,,,,1804346
2026-08-27,SELECTED,Scotland West - Glasgow,Administrator,Glasgow,,hybrid,2 office days per week,"Administrator Salary: £23,500 Location: Glasgow - hybrid working Shifts: Mon-Fri 9 am to 5 pm - 6-month fixed-term contract Are you an Administrator ready to take your career to the next level?",,,23643_225450290
2026-08-27,SELECTED,Scotland West - Glasgow,Service Coordinator,Glasgow,£30000 per year,partly_remote,1 day from home,"Key Responsibilities - Scheduling and coordinating engineers' workloads - Managing and updating daily diaries - Supporting the smooth delivery of services - Maintaining accurate records and data - Providing helpdesk support and responding to queries - Liaising with field-based electricians, customers, and colleagues What We're Looking For - Previous experience in scheduling, planning, service coordination, or a helpdesk environment - Excellent organisational and communication skills - The ability to prioritise and manage multiple tasks effectively - Strong administration and data management skills - Experience using Cimpro would be an advantage but is not essential, as training can be provided Why Join This Company? - Friendly, family-run business with a supportive culture - Stable and growing organisation - Free on-site parking - Flexibility around working hours - Potential for one day working from home for the right candidate (role is predominantly office-based) If you're a confident organiser who enjoys being the hub of a busy operation and wants to join a company where you'll be valued as part of the team, we'd love to hear from you.",,,23643_225459166
2026-08-27,SELECTED,Scotland West - Glasgow,Customer Service Administrator - Immediate Start,Glasgow,£12.82 per hour (Depending on experience),onsite_or_not_stated,,,,,23643_225461921
2026-08-27,SELECTED,Scotland West - Glasgow,Mortgage Administrator,Glasgow,£25000 per year,hybrid,Hybrid working,"Hybrid working. 30 days' holiday, plus UK bank holidays.",,,23643_225478232
2026-08-27,SELECTED,Scotland West - Glasgow,Administrative Assistant,Glasgow,"£27747 - £29865 per year (Up to £29,865 pro rata)",onsite_or_not_stated,,,,,23643_225505471
2026-08-27,SELECTED,Scotland West - Glasgow,Clerical Assistant,Glasgow,£26104 - £27752 per year (Up to £27752 pro rata),onsite_or_not_stated,,,,,23643_225505549
2026-08-27,SELECTED,Scotland West - Glasgow,Data Entry Administrator,Glasgow,£25500 per year,onsite_or_not_stated,,,,,23643_225527758
2026-08-27,SELECTED,Scotland West - Glasgow,HUB Operator - Roadspace Coordinator,Glasgow,,onsite_or_not_stated,,,,,107881043
2026-08-27,SELECTED,Scotland West - Glasgow,Financial Services Administrator (3 months),Glasgow,£25000 per year,hybrid,Hybrid working,"Hybrid working. 30 days' holiday, plus UK bank holidays.",,,23643_225533514
2026-08-27,SELECTED,Scotland West - Glasgow,Lead Lifestyle Coordinator,Glasgow,£13.75 per hour,onsite_or_not_stated,,,,,107891475
2026-08-27,SELECTED,Shropshire,Assistant Planner,Shropshire,,onsite_or_not_stated,,,,,107725444
2026-08-27,SELECTED,Shropshire,Support Administrator,Shropshire,£12.71 per hour,onsite_or_not_stated,,,,,23643_225459653
2026-08-27,SELECTED,Shropshire,Sales Support Executive - International,Shropshire,,onsite_or_not_stated,,,,,23643_225476021
2026-08-27,SELECTED,Shropshire,Accounts Assistant,Shropshire,£25000 - £28000 per year,onsite_or_not_stated,,,,,23643_225475092
2026-08-27,SELECTED,Shropshire,Part-Time Accounts Assistant,Shropshire,£28000 per year,onsite_or_not_stated,,,,,107800648
2026-08-27,SELECTED,Shropshire,Temporary Sales Administrator Immediate Start,Wellington,£14 - £14.5 per hour,onsite_or_not_stated,,,,,23643_225492971
2026-08-27,SELECTED,Shropshire,Key Accounts Administrator,Shropshire,£30000 per year,onsite_or_not_stated,,,,,107819872
2026-08-27,SELECTED,Shropshire,Temporary Medical Secretary,Shropshire,£13 per hour,onsite_or_not_stated,,,,,107876962
2026-08-27,SELECTED,Shropshire,Office Administrator,Shropshire,£25500 - £26600 per year,onsite_or_not_stated,,,,,23643_225431778
2026-08-27,SELECTED,Shropshire,Administrator,Shropshire,,onsite_or_not_stated,,,,,23643_225537791
2026-08-27,SELECTED,Somerset,Administrator - Export Team,Somerset,"£13 per hour (Onsite Canteen, onsite convenience store, 26 day)",hybrid,3 days in office,"Based in Yeovil, this is a temporary role and the team currently work hybrid, 3 days in the office and 2 days at home (training will be full time in the office).",,,23643_225453674
2026-08-27,SELECTED,Somerset,Maintenance Contracts Administrator,Somerset,,onsite_or_not_stated,,,,,23643_225460309
2026-08-27,SELECTED,Somerset,Warranty Administrator,Somerset,,onsite_or_not_stated,,,,,23643_225468680
2026-08-27,SELECTED,Somerset,Housing Management Coordinator,Somerset,£28000 per year,onsite_or_not_stated,,,,,107830253
2026-08-27,SELECTED,Somerset,Customer Service co-ordinator,Somerset,,onsite_or_not_stated,,,,,107861789
2026-08-27,SELECTED,Somerset,"Patient Co-ordinator, Yatton, North Somerset",Somerset,£26000 per year,onsite_or_not_stated,,,,,107857540
2026-08-27,SELECTED,Somerset,Technical Coordinator,Somerset,,onsite_or_not_stated,,,,,107866477
2026-08-27,SELECTED,Somerset,SAP Data Coordinator,Somerset,,onsite_or_not_stated,,,,,107804771
2026-08-27,SELECTED,Somerset,Lab Administrator,Somerset,,onsite_or_not_stated,,,,,107742675
2026-08-27,SELECTED,Somerset,Finance Assistant,Somerset,£30000 per year,hybrid,Hybrid working,This role may have options for hybrid working.,,,107869675
2026-08-27,SELECTED,Somerset,Temporary Medical Secretary Immediate Start,Somerset,£13 per hour,onsite_or_not_stated,,,,,23643_225532752
2026-08-27,SELECTED,Staffordshire,Planning & Operations Administrator,Staffordshire,"£25000 - £27000 per year (Birthday off, Buy extra Hols)",onsite_or_not_stated,,,,,23643_225445309
2026-08-27,SELECTED,Staffordshire,Project Coordinator,Staffordshire,£27000 - £29000 per year,onsite_or_not_stated,,,,,23643_225450232
2026-08-27,SELECTED,Staffordshire,Customer Service Administrator,Staffordshire,£25500 - £26000 per year,onsite_or_not_stated,,,,,23643_225452979
2026-08-27,SELECTED,Staffordshire,Client Services Administrator,Staffordshire,£26320 per year,hybrid,Hybrid working,"Client Services Administrator Client Services Administrator 26,230 per annum Hybrid (Stone) A well-established organisation is seeking a proactive and detail-oriented Client Services Administrator to join its busy and supportive team.",,,23643_225462046
2026-08-27,SELECTED,Staffordshire,French Speaking Sales Administrator,Staffordshire,£27900 per year,onsite_or_not_stated,,,,,23643_225464304
2026-08-27,SELECTED,Staffordshire,Claims Handler,Staffordshire,£24000 - £26000 per year (+ Bonus OTE 26K-35K),hybrid,Hybrid working,The company operates a hybrid working policy.,,,23643_225471384
2026-08-27,SELECTED,Staffordshire,Logistics & Purchasing Administrator,Staffordshire,£26500 per year,onsite_or_not_stated,,,,,23643_225480317
2026-08-27,SELECTED,Staffordshire,Office Administrator,Staffordshire,£26000 - £30000 per year,onsite_or_not_stated,,,,,23643_225478358
2026-08-27,SELECTED,Staffordshire,Graduate Operations Administrator(Logistics / Purchasing),Staffordshire,£26500 - £28000 per year (+ Training + Progression),onsite_or_not_stated,,,,,23643_225520846
2026-08-27,SELECTED,Staffordshire,Invoicing Administrator,Staffordshire,,onsite_or_not_stated,,,,,23643_225527666
2026-08-27,SELECTED,Staffordshire,Invoicing Administrator,Staffordshire,£13 per hour (£12.80 - £13.46 per hour DOE),onsite_or_not_stated,,,,,23643_225537967
2026-08-27,SELECTED,Staffordshire,Scheduler,Staffordshire,£25500 - £28000 per year,onsite_or_not_stated,,,,,23643_225430867
2026-08-27,SELECTED,Staffordshire,Depot Administrator,Staffordshire,£14.02 per hour,onsite_or_not_stated,,,,,23643_225430299
2026-08-27,SELECTED,Staffordshire,Sales Administrator,Staffordshire,"£20000 per year (£20,000 pro rata)",onsite_or_not_stated,,,,,23643_225538781
2026-08-27,SELECTED,Staffordshire,Claims Handler,Staffordshire,,onsite_or_not_stated,,,,,107793245
2026-08-27,SELECTED,Suffolk,Ad-hoc Receptionist,Suffolk,£12.71 per hour,onsite_or_not_stated,,,,,23643_225436299
2026-08-27,SELECTED,Suffolk,Field Technical Coordinator,Suffolk,,onsite_or_not_stated,,,,,107716054
2026-08-27,SELECTED,Suffolk,Office Administrator,Suffolk,£26000 - £30000 per year,onsite_or_not_stated,,,,,23643_225344061
2026-08-27,SELECTED,Suffolk,Site Administrator,Suffolk,,onsite_or_not_stated,,,,,23643_225467931
2026-08-27,SELECTED,Suffolk,Business Support Coordinator,Suffolk,£14.82 per hour,hybrid,Hybrid working,"Business Support Coordinator Business Support Coordinator Hourly rate: 14.82 Working hours: 37 Monday-Friday Location: Landmark House, Ipswich IP1 5 PF/ Hybrid 2 days Contract: 3 months Role overview: Opus People Solutions are recruiting on behalf of Suffolk County Council for a Business Support Coordinator to Co-ordinate processes providing a range of administrative and financial duties supporting the delivery of services within the MASH department.",,,23643_225480072
2026-08-27,SELECTED,Suffolk,Technical Coordinator,Suffolk,,onsite_or_not_stated,,,,,107716064
2026-08-27,SELECTED,Suffolk,Administrator,Suffolk,£12.71 per hour,onsite_or_not_stated,,,,,23643_225521702
2026-08-27,SELECTED,Suffolk,Pricing Coordinator,Suffolk,,onsite_or_not_stated,,,,,1785818
2026-08-27,SELECTED,Suffolk,Customer Care Coordinator,Suffolk,,onsite_or_not_stated,,,,,107871053
2026-08-27,SELECTED,Suffolk,Scheduler & Permitter,Suffolk,,onsite_or_not_stated,,,,,107877179
2026-08-27,SELECTED,Suffolk,Office Administrator / Purchase Ledger,Suffolk,,onsite_or_not_stated,,,,,107902062
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Recruitment Administrator,Birmingham,£26000 - £27000 per year,onsite_or_not_stated,,,,,23643_225446183
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Recruitment Coordinator,Birmingham,£27000 - £29000 per year,onsite_or_not_stated,,,,,23643_225445846
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Bookings Coordinator,Birmingham,£27000 - £29000 per year,onsite_or_not_stated,,,,,23643_225446479
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Sales Administrator,Shirley,£23000 - £25000 per year,onsite_or_not_stated,,,,,23643_225317543
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Office Administrator,Birmingham,£25000 - £28000 per year (excellent benefits),onsite_or_not_stated,,,,,23643_225493038
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Customer Service Administrator,Birmingham,£26000 per year,onsite_or_not_stated,,,,,23643_225498962
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Motor Trade Sales Administrator,Chelmsley Wood,,onsite_or_not_stated,,,,,23643_225507846
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Office Administrator,Birmingham,£14 - £15 per hour,onsite_or_not_stated,,,,,23643_225518765
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Business Support Officer,Birmingham,£13 - £15 per hour,hybrid,Hybrid working,"Business Support Officer Role Title: Business Support Officer Type: 3 Month Contract - Likely to be Extended Salary or Day Rate: 13 to 15 per hour PAYE + Holiday Pay Hybrid: Office presence required Location: Birmingham Sellick Partnership are working with a public sector organisation who are seeking an experienced Business Support Officer to provide essential business and administrative support, with a particular focus on supporting the service in responding to emergency and urgent situations.",,,23643_225521012
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Database Administrator,Solihull,,onsite_or_not_stated,,,,,1800761
2026-08-27,SELECTED,West Midlands - Birmingham & Solihull,Finance Assistant,Birmingham,£28000 per year,hybrid,Hybrid working,"Finance Assistant Finance Assistant Location: Birmingham (Hybrid Working) Hours: Monday to Friday, 8:30am - 5:30pm Salary: 28,000 per annum We are currently recruiting on behalf of my client for a Finance Assistant to join their growing finance team.",,,23643_225537904
2026-08-27,SELECTED,West Midlands - Black Country,Export Sales Administrator,West Bromwich,£28000 per year,onsite_or_not_stated,,,,,23643_225444410
2026-08-27,SELECTED,West Midlands - Black Country,Administrator,Halesowen,£13 - £14 per hour,onsite_or_not_stated,,,,,23643_225453901
2026-08-27,SELECTED,West Midlands - Black Country,Administrator,Wolverhampton,£12.71 per hour,onsite_or_not_stated,,,,,23643_225457415
2026-08-27,SELECTED,West Midlands - Black Country,Goods in Administrator,Wolverhampton,£12.9 per hour,onsite_or_not_stated,,,,,23643_225478533
2026-08-27,SELECTED,West Midlands - Black Country,Vehicle Sales Administrator,Tipton,£26500 per year,onsite_or_not_stated,,,,,23643_225519315
2026-08-27,SELECTED,Wiltshire,Customer Service Advisor,Wiltshire,£26436 per year,onsite_or_not_stated,,,,,23643_225434482
2026-08-27,SELECTED,Wiltshire,Care Coordinator,Wiltshire,£28000 per year,onsite_or_not_stated,,,,,107764572
2026-08-27,SELECTED,Wiltshire,Accounts Administrator,Wiltshire,£28000 per year,onsite_or_not_stated,,,,,107766101
2026-08-27,SELECTED,Wiltshire,Office Administrator,Wiltshire,,onsite_or_not_stated,,,,,23643_225454207
2026-08-27,SELECTED,Wiltshire,Office Administrator,Wiltshire,£14 per hour,onsite_or_not_stated,,,,,23643_225454192
2026-08-27,SELECTED,Wiltshire,Accounts Assistant,Swindon,£25000 - £28000 per year,onsite_or_not_stated,,,,,23643_225475225
2026-08-27,SELECTED,Wiltshire,Bereavement Support Administrator and Chapel Attendant,Swindon,£13.9 per hour,onsite_or_not_stated,,,,,23643_225475699
2026-08-27,SELECTED,Wiltshire,Part Time Customer Service Administrator,Wiltshire,£12.71 per hour,onsite_or_not_stated,,,,,23643_225478870
