run_date,source,source_job_id,canonical_url,title,employer,location,postcode,salary_text,posted_date,closing_date,employment_type,description_excerpt,first_discovery_route,first_discovery_query,first_discovery_page,discovery_routes,discovery_occurrences,detail_fetch_status,factual_fingerprint,geo_cluster,ontap_region,geography_status,geography_reason,geography_lookup_key,slice_category,slice_status,publish_eligible
2026-09-26,Teaching Vacancies,administration-assistant-8d8ac0a7-a98b-475c-8071-d2b44eff23d7,https://teaching-vacancies.service.gov.uk/jobs/administration-assistant-8d8ac0a7-a98b-475c-8071-d2b44eff23d7,Administration Assistant,Wellfield School,"Wingate, North East, TS28 5AX",TS28 5AX,"£23,820.00 - £24,320.00 Annually (Actual) Actual Salary based on working 37hrs Term Time Only plus 5 days",2026-09-14,2026-09-30T23:59:00+01:00,['FULL_TIME'],"Administration Assistant Term time plus 5 days 37 hours per week - Monday to Thursday 8:30am-4:30pm & Friday 8:45am-4:15pm We are seeking a proactive and friendly Administration Assistant to join our vibrant Administration Team. In this varied role, you will be the first point of contact for all visitors, ensuring a warm welcome and following safeguarding procedures. Your responsibilities will include managing reception, handling phone calls and enquiries, sorting and distributing mail, and providing support for school events and meetings. You will also assist with general administrative tasks such as raising purchase orders, managing deliveries, booking meeting rooms, and offering reprographics support. The ideal candidate will have excellent ICT skills, good numeracy and literacy, and the ability to build strong relationships with students, staff, and external contacts. Experience in administration is essential, and familiarity with Arbor or First Aid is desirable. If you are organised, flexible, and have a positive, can-do attitude, we would love to hear from you. This is a great opportunity to contribute to a dynamic and supportive team in a thriving school environment. To find",administration-category,"Administration, HR, data and finance",18,"[{""page"": 18, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,0b6bca3437428b199f4723d84e3d666d319725d281acab5cb713bb3807368c97,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-26,Teaching Vacancies,administrative-assistant-abbey-college-ramsey,https://teaching-vacancies.service.gov.uk/jobs/administrative-assistant-abbey-college-ramsey,Administrative Assistant,"Abbey College, Ramsey","Ramsey, East of England, PE26 1DG",PE26 1DG,"£21,469.88 Annually (Actual)",2026-09-25,2026-10-09T08:00:00+01:00,['FULL_TIME'],"Salary; Grade 5 Point 5 Hours: 35 hours per week 39 weeks per year (Term time + 1 weeks) Daily Task would include Supporting Reception Reprographics Booking Hospitality, carparking and Visitor Screens Maintaining student Records Visitor Diary Dealing with Student Enquiries General Day to day admin About Our School At Abbey College, Ramsey, we are committed to your development and offer an extensive programme of CPD and development activities. We have earned the Early Career Development Quality Mark underlining our commitment to excellence and offering exceptional frameworks that support our teachers in their early years. We know that our children only get one chance at school. Our mission is to provide high-quality education and ensure the best possible opportunities for our students. If you are ready to make a real impact on young lives and be part of a supportive community, we invite you to join us.” Explore our school’s prime location, nestled beside the historic Ramsey Abbey building amidst its picturesque countryside. Despite our tranquil setting, we are just 20-25 minutes from bustling cities Peterborough and Huntingdon. Plus, thanks to our prime location near the A1 motorway",administration-category,"Administration, HR, data and finance",45,"[{""page"": 45, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 4, ""query"": ""administrative"", ""route"": ""keyword:administrative""}]",2,OK,5ef7e0d4941eddc2da816e700769a9f721bb347f7e7820dc3dcd6a0ea40b0ae4,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-26,Teaching Vacancies,administrator-8989d632-698e-40ab-b78b-ea570b291fb3,https://teaching-vacancies.service.gov.uk/jobs/administrator-8989d632-698e-40ab-b78b-ea570b291fb3,Administrator,Melland High School,"Gorton, North West, M18 7DT",M18 7DT,"£22,710.00 - £24,204.00 Annually (Actual) Grade 4, points 7 - 11",2026-09-17,2026-10-07T12:00:00+01:00,['FULL_TIME'],"We are seeking to appoint an experienced administrator to join our Administration Team in a busy school office providing administrative support to SLT and teaching staff. Melland High School is an outstanding school which meets the diverse special educational needs of students aged between 11 and 19 years of age. It is co-located with Cedar Mount Academy in Gorton Education Village and is a member of the Bright Futures Educational Trust. Melland is a specialist support school for central and east Manchester high schools, a National Support School and leads on SEND provision across the eleven academies within Bright Futures. As a high achieving inclusive learning environment, the school is proud to uphold the values of passion, community and integrity. Melland’s bespoke curriculum is appropriately broad and balanced, has spiritual, moral, social and cultural development at its heart and actively supports all students as they prepare for adulthood.",administration-category,"Administration, HR, data and finance",42,"[{""page"": 42, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 10, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",2,OK,fa453e8f27d618e97d3a5cb0945d6c665ea78999ed8c5df5f14619347abff73b,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-26,Teaching Vacancies,administrator-study-hub,https://teaching-vacancies.service.gov.uk/jobs/administrator-study-hub,Administrator (Study Hub),Brooke Weston Academy,"Great Oakley, East Midlands, NN18 8LA",NN18 8LA,"£21,719.00 Annually (Actual)",2026-07-14,2026-10-09T23:59:00+01:00,['FULL_TIME'],"Our students come from all walks of life, and we want our staffing body to be reflective of the communities we work within. Brooke Weston Trust does not discriminate on the basis of race, religion, sex, sexual orientation, gender identity or expression, nationality, culture, age, disability, marital status or socio-economic backgrounds. We encourage and welcome applications from minority groups and foster a work environment that’s inclusive as well as diverse, where people can be themselves. Job Title: Administrator Location: Brooke Weston Academy Salary: Grade 3, point 7, £25284.00 FTE, £21,719.93 Actual salary Hours per week / Weeks per year: 37 hours per week (8am-4pm), 39 weeks per year (term time + 5 training days) About the role Join Our Team and Help Our School Run Smoothly! As an Administrator, you’ll be at the heart of our school’s daily operations, ensuring everything runs efficiently and that students, staff, and visitors feel supported from the moment they walk through the door. Every day, you’ll bring organisation, clarity, and a positive presence to a wide range of tasks; whether managing communication, maintaining accurate records, coordinating schedules, or providin",administration-category,"Administration, HR, data and finance",47,"[{""page"": 47, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 11, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",2,OK,a31e4660e3a130a035d8c985ac721ddd77671f2bc6d8639f7d2f20d86dc7336d,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-26,Teaching Vacancies,assistant-finance-business-partner-st-thomas-aquinas-catholic-multi-academy-trust,https://teaching-vacancies.service.gov.uk/jobs/assistant-finance-business-partner-st-thomas-aquinas-catholic-multi-academy-trust,Assistant Finance Business Partner,St Thomas Aquinas Catholic Multi Academy Trust,"Cossington, LE7 4UZ",LE7 4UZ,"£28,142.00 - £31,022.00 Annually (Actual) Band 4 - £28,142 - £31,022 FTE (pay award pending)",2026-09-22,2026-10-06T09:00:00+01:00,['FULL_TIME'],"We are seeking an enthusiastic, analytical and highly organised Assistant Finance Business Partner to play a key role in delivering an efficient, effective and customer-focused finance service across our Multi-Academy Trust. This is an excellent opportunity for an individual with finance, payroll or budgeting experience who enjoys working with data, solving problems and building strong working relationships. The successful candidate will work closely with Finance Business Partners, HR and school leaders to ensure staffing budgets, payroll costs and financial records are accurately maintained and monitored. We are looking for someone who: Has experience working in finance, budgeting or a related field. Possesses excellent numerical, analytical and problem-solving skills. Is highly organised with strong attention to detail. Can investigate and explain financial variances confidently. Has excellent communication and customer service skills. Is confident using financial systems and Microsoft Excel. Can manage multiple priorities and meet deadlines. Works effectively both independently and as part of a team. Experience within the education sector, academies or public sector finance woul",administration-category,"Administration, HR, data and finance",39,"[{""page"": 39, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,c21b8bd606d7a4df522f209bac280c7350471d6c4e97fd95067c2059735ec649,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-26,Teaching Vacancies,attendance-officer-cranford-park-church-of-england-primary-school,https://teaching-vacancies.service.gov.uk/jobs/attendance-officer-cranford-park-church-of-england-primary-school,Attendance Officer,Cranford Park Church of England Primary School,"Yateley, South East, GU46 6LB",GU46 6LB,"Grade B pro rata (£24,796 to £25,128 FTE)",2026-08-28,2026-09-30T23:59:00+01:00,"['PART_TIME', 'TEMPORARY']","Cranford Park CE Primary School is a delightful one-form-entry school in Yateley – a “small school with a big heart” (Ofsted 2025), set in a spacious attractive environment. We are an inclusive, nurturing school looking for a positive, resilient individual to join our friendly team as an Attendance Officer, working directly with the headteacher to improve the attendance of our pupils. This is a fantastic opportunity to play a key role in supporting pupil attendance within a welcoming school environment. The successful candidate will be required to work with families to improve the attendance of children throughout the primary age range. A trusting, positive relationship will be essential in ensuring the best progress so the successful candidate will need a warm, enthusiastic approach, while maintaining high expectations for improvement where necessary. You will need initiative and a creative approach to bespoke solutions for our different families. See role description for more details. We are ideally looking for someone who: Has some experience of working with families as a front-line, public-sector worker. This would not need to be in education. Is organised, detail-oriented and",administration-category,"Administration, HR, data and finance",17,"[{""page"": 17, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,3ffb50003943507009d866c249702fa3aa5b64888517e5da224e6406209cdfb1,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-26,Teaching Vacancies,data-manager-cedar-mount-academy-gorton-greater-manchester,https://teaching-vacancies.service.gov.uk/jobs/data-manager-cedar-mount-academy-gorton-greater-manchester,Data Manager,Cedar Mount Academy,"Gorton, North West, M18 7DT",M18 7DT,"£29,969.00 - £32,881.00 Annually (Actual)",2026-09-21,2026-09-28T23:59:00+01:00,['FULL_TIME'],"We welcome colleagues to Cedar Mount who are driven by a moral purpose and are keen to learn and grow. The successful candidate will have a strong knowledge of school processes and an exceptional eye for detail, ensuring that data management, assessment, data compliance, local reporting and statutory returns are completed accurately and to deadline. The ability to learn other data related educational software is essential, alongside excellent communication and collaboration skills. The Data Manager is an integral member of the Academy’s Middle Leadership Team. The post holder has responsibility for the planning, development, design and organisation of strategic and operational data management systems, procedures and policies to ensure a consistent school wide focus on raising pupil achievement. The role is supported by the Trust Data and Performance Lead and works closely with the Senior Leadership Team at Cedar Mount Academy. Alongside their core responsibilities within the academy, the postholder will contribute to Trust-level data work and provide additional data support across the Trust as required. This wider professional remit will provide opportunities to develop expertise,",administration-category,"Administration, HR, data and finance",12,"[{""page"": 12, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,f0d03fb619acf5886b671990d22ab1f28cb355e0156dcf28e67ca727693025f9,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-26,Teaching Vacancies,finance-administration-officer-vacancy-beacon-hill-academy,https://teaching-vacancies.service.gov.uk/jobs/finance-administration-officer-vacancy-beacon-hill-academy,Finance Administration Officer Vacancy,Beacon Hill Academy,"South Ockendon, East of England, RM15 5AY",RM15 5AY,£16.55 - £18.52 Hourly,2026-09-24,2026-10-31T23:59:00+00:00,"['FULL_TIME', 'PART_TIME']","Beacon Hill Academy - Finance Administration Officer Vacancy Location: Main Site, Erriff Drive, South Ockendon RM15 5AY Payscale: Band C, Point 13 to 18; £16.55-£18.52 per hour (inc. SSA) subject to experience, Sept 26 new rate. Position start date: As soon as possible Workings Hours/Days: To be agreed with candidate, minimum of 20 hours per week over three days which will include a Friday, term time plus inset days; within school operating hours of 8am to 4pm. Part- time role with potential to increase hours to full-time hours for the right candidate at start date or in the future. We are seeking an enthusiastic, organised, and proactive Finance Administration Officer to join our Academy office team. This is an exciting opportunity for someone with a strong financial or accounting background who is keen to develop their skills and gain experience across a broad range of finance and administrative functions within a busy educational environment. Working closely with the Finance Manager, you will support the day-to-day financial operations of the Academy, whilst developing the skills and knowledge required to provide cover for all aspects of the Finance Manager's role when required.",administration-category,"Administration, HR, data and finance",59,"[{""page"": 59, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,d876bfdcf8f8f75022d4bb703397c65776d366d48a781e4f4b74d2d18205d72a,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-26,Teaching Vacancies,governance-professional-and-executive-pa-to-the-ceo,https://teaching-vacancies.service.gov.uk/jobs/governance-professional-and-executive-pa-to-the-ceo,Governance Professional and Executive PA to the CEO,Lighthouse Multi Academy Trust,"Willenhall, WV12 5HA",WV12 5HA,"£46,579.00 - £51,928.00 Annually (Actual) Grade 10 ScP 34-39",2026-09-14,2026-10-08T12:00:00+01:00,['FULL_TIME'],"Key Areas of Responsibility 1. Governance Professional Provide a professional governance service to the Trust, Members, Trustees, committees and Local Governing Bodies. Advise Members, Trustees and Governors on governance requirements, statutory responsibilities, Trust governance arrangements and good practice. Work collaboratively with the CEO and other Trust leaders to develop and maintain governance arrangements that support the Trust's strategic objectives and future growth. Maintain and review the Trust's governance framework, including the Scheme of Delegation, committee terms of reference, annual governance cycle, policy schedule and meeting framework. Ensure that governance arrangements operate in accordance with the Trust's Articles of Association, Scheme of Delegation, relevant legislation, regulation and statutory guidance. Plan and coordinate meetings of Members, the Board of Trustees and its committees, including agenda planning, preparation and circulation of papers, minute taking and action tracking. Support the Chair of Trustees, committee Chairs and the CEO to ensure that meetings are well prepared, information is available at the appropriate time and effective dec",administration-category,"Administration, HR, data and finance",43,"[{""page"": 43, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,abdef9529955b68942e0f3bbb481530bf1c8afb290b0bace8c95dd5e0f4ecbea,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-26,Teaching Vacancies,hr-administrator-south-hunsley-school-and-sixth-form-college,https://teaching-vacancies.service.gov.uk/jobs/hr-administrator-south-hunsley-school-and-sixth-form-college,HR Administrator,South Hunsley School and Sixth Form College,"North Ferriby, Yorkshire and the Humber, HU14 3HS",HU14 3HS,,2026-09-25,2026-10-25T09:00:00+00:00,['PART_TIME'],"We are looking for an individual who has: Experience in an administrative or customer-focused role, with strong transferable skills welcomed Strong organisational skills and excellent attention to detail A good standard of education including literacy and numeracy at GCSE grade C/4 or equivalent, Excellent ICT skills Experience of working in an administrative role",administration-category,"Administration, HR, data and finance",58,"[{""page"": 58, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 14, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",2,OK,403b2d1cec005afb5aa99ca802f70cfe1f99f178c30b5d3496ada218d9dfc275,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
