run_date,source,source_job_id,canonical_url,title,employer,location,postcode,salary_text,posted_date,closing_date,employment_type,description_excerpt,first_discovery_route,first_discovery_query,first_discovery_page,discovery_routes,discovery_occurrences,detail_fetch_status,factual_fingerprint
2026-08-31,Teaching Vacancies,260720a-office-manager,https://teaching-vacancies.service.gov.uk/jobs/260720a-office-manager,[260720A] Office Manager,SAIL (Salisbury Academy for Inspirational Learning),"Salisbury, South West, SP2 7EU",SP2 7EU,"£31,537.00 - £33,699.00 Annually (FTE) NJC Grade H pt 15 - 17",2026-07-15,2026-08-31T23:59:00+01:00,['FULL_TIME'],"Job Title: Office Manager Location: SAIL Academy, Salisbury, Wiltshire, SP2 9HS FTE Salary Range: £31,537 - £33,699 Actual Salary: £29,879 - £31,928 Job type: Full Time, Permanent - term time (including inset days) plus 3 weeks equating to 42 working weeks of the year Job overview We are looking for candidates who have excellent organisation and administrative skills and be able communicate effectively. To manage a busy school office including a team of administrators, working with financial and HR systems and processes, implementing and maintaining new office systems, taking minutes, handling correspondences and dealing with sensitive and confidential issues. Training will be available for key duties. The position would suit someone who is able to multi task and work accurately and efficiently under pressure in a fast-changing environment. Please see the attached job description for more information. Our school SAIL academy is an academy school (Reach South Academy Trust) for pupils aged 5-19 with SEMH, ASD, and complex needs, all with EHCPs. We take a therapeutic, relationship-based approach where behaviour is understood as communication. You will work in an immensely rewarding,",administration-category,"Administration, HR, data and finance",4,"[{""page"": 4, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 1, ""query"": ""office"", ""route"": ""keyword:office""}]",2,OK,b173706373dcb1583f06b3e64bb8a03b1972034ab23c30b51992b29b5d836fa2
2026-08-31,Teaching Vacancies,260820c-administrator,https://teaching-vacancies.service.gov.uk/jobs/260820c-administrator,[260820C] Administrator,ACE Tiverton Special School,"Tiverton, South West, EX16 5HB",EX16 5HB,"£25,185.00 - £26,403.00 Annually (FTE) NJC Grade C Pt 5 - 7",2026-08-20,2026-08-31T23:59:00+01:00,['PART_TIME'],"Post: Administrator Location: ACE Tiverton School, Orchard Way, Tiverton, EX16 5HB FTE Salary Range: NJC Grade C £25,185 to £26,403 Actual Salary Range: £19,997 to £20,638 These salaries will increase once the NJC pay award is agreed. Contract Type: Permanent, part time, term time only (39 weeks per year) Contract Hours: 32.5 hours per week, Monday to Friday Are you an organised, professional, and friendly administrator looking for an opportunity to make a difference in a school environment? ACE Tiverton is seeking a dedicated Administrator to support the smooth day-to-day running of our school. Working closely with the Office Manager and wider school team, you will play a key role in providing high-quality administrative support while being one of the first points of contact for pupils, parents, staff, and visitors. About the role As our Administrator, you will help ensure the efficient operation of the school office by: Providing reception and front-of-house support, including greeting visitors and handling enquiries. Answering telephone calls and responding to routine enquiries. Maintaining accurate manual and electronic records. Supporting a range of administrative processes an",administration-category,"Administration, HR, data and finance",3,"[{""page"": 3, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 1, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",2,OK,1df285a129f76ce523da74c8a8e5a5a8d7c6c48deba3b467a5322cd4b0b56526
2026-08-31,Teaching Vacancies,academy-administration-officer-the-priory-witham-academy-lincoln-lincolnshire,https://teaching-vacancies.service.gov.uk/jobs/academy-administration-officer-the-priory-witham-academy-lincoln-lincolnshire,Academy Administration Officer,The Priory Witham Academy,"Lincoln, East Midlands, LN6 7DT",LN6 7DT,"PPS 9 -10 £27,254 - £27,694 pro rata to £23,842 - £24,227 per annum",2026-08-21,2026-09-13T23:59:00+01:00,['FULL_TIME'],"The Priory Witham Academy is looking for an enthusiastic and motivated Academy Administration Officer to join a school that makes a genuine difference to its students and supports its staff to achieve their individual goals. We passionately believe there is something special about our Academy – a tangible sense of community and an unwavering commitment to fulfil our motto ‘Believe Together Achieve Together’. The Priory Witham Academy is an ‘all through’ (EYFS – 18) Academy in Lincoln that is central to the community it serves. Our dedicated team of staff are supportive and aspirant and in return benefit from a high trust, high accountability environment where our ‘open door’ policy values and celebrates the inputs of individuals to create our Academy vision. Applicants should be flexible, show initiative and be able to work closely within our team of support and academic staff. The post holder will have a welcoming and friendly approach to visitors; have excellent organisational skills, a proactive approach to changing circumstances, a willingness to work with others and the ability to think ‘outside of the box’. Candidates should have GCSE English and Mathematics grade A–C or equi",administration-category,"Administration, HR, data and finance",39,"[{""page"": 39, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,b93cc5f2d1dcb5583fb818422e6b64b0dc14b9cbf602bd0bb8f90010a492220b
2026-08-31,Teaching Vacancies,academy-administrator-crowan-primary-school,https://teaching-vacancies.service.gov.uk/jobs/academy-administrator-crowan-primary-school,Academy Administrator,Crowan Primary School,"Camborne, South West, TR14 0LG",TR14 0LG,,2026-07-31,2026-08-31T23:59:00+01:00,['PART_TIME'],"We are seeking an Administrator who will be required to work 14 hours per week, on a permanent basis, term time plus 2 INSET days. The hours of work will be 08:30am to 12:00pm, Monday to Thursday. The successful candidate will have proficient organisation skills, competent IT knowledge in a range of applications and software systems. An excellent range of communication skills is also essential for this position. The interview date will be during the week commencing 7th September 2026",administration-category,"Administration, HR, data and finance",4,"[{""page"": 4, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,08801c1f4e7544294776d85e04376057ea9306912e21f4a91d957c63cd382191
2026-08-31,Teaching Vacancies,academy-administrator-cubert-primary-school,https://teaching-vacancies.service.gov.uk/jobs/academy-administrator-cubert-primary-school,Academy Administrator,Cubert Primary School,"Newquay, South West, TR8 5HE",TR8 5HE,,2026-07-31,2026-09-06T23:59:00+01:00,['PART_TIME'],"We are seeking an organised and efficient Administrator to support the smooth day to day running of our school. This is a permanent position for 32.5 hours per week, term time plus 2 INSET days. The hours of work are 08:30am - 03:30pm, Monday to Friday. The proposed interview date is 11th September2026",administration-category,"Administration, HR, data and finance",24,"[{""page"": 24, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 6, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",2,OK,cb2a7751402e908aea6faa7bf1120e4c881a53d68c7cb860ec582d2db2c8cb85
2026-08-31,Teaching Vacancies,academy-administrator-l2-dixons-mcmillan-academy,https://teaching-vacancies.service.gov.uk/jobs/academy-administrator-l2-dixons-mcmillan-academy,Academy Administrator L2,Dixons McMillan Academy,"Bradford, Yorkshire and the Humber, BD5 0JD",BD5 0JD,"DAT Level 2, SCP 14-17 (Actual salary £24,444 - £24,832)",2026-08-25,2026-09-08T23:59:00+01:00,['FULL_TIME'],"We are seeking to appoint an exceptional Academy Administrator L2 to join our multi-academy trust (MAT) and support our Business Services team through the next phase of growth in Leeds, Bradford, Greater Manchester and Liverpool. The ideal candidate will: Have experience in a similar role Have a strong moral purpose and drive for improvement",administration-category,"Administration, HR, data and finance",32,"[{""page"": 32, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 8, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",2,OK,749f04a056be0edbbb5af3ad7f8f8d5cfe3e07def0039e1a21af0928545fa47f
2026-08-31,Teaching Vacancies,academy-administrator-l3-dixons-cottingley-academy,https://teaching-vacancies.service.gov.uk/jobs/academy-administrator-l3-dixons-cottingley-academy,Academy Administrator L3,Dixons Cottingley Academy,"Bingley, Yorkshire and the Humber, BD16 1TZ",BD16 1TZ,"DAT Level 3, SCP 18 - 25 (Actual Salary £24,422.78 - £28,695.35)",2026-08-10,2026-09-14T23:59:00+01:00,['FULL_TIME'],"Why choose Dixons Cottingley Academy? We believe that people, more than strategy, create value - we all belong and grow together Focus on feedback and professional growth Opportunities across our trust to develop and grow your career Supportive line management; one team focused on fairness Employer funded cash health plan to support wellbeing for all staff The right candidate will be totally aligned to our values of determination, integrity and trust and completely committed to our mission: the academy will ensure that all students achieve excellent outcomes and are empowered to lead happy, purposeful and successful lives.",administration-category,"Administration, HR, data and finance",42,"[{""page"": 42, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 10, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",2,OK,62ddf1c60bc77af3e8a2087e03ac48d1b6b265d251b75839b65bd7f52c4795ca
2026-08-31,Teaching Vacancies,academy-operations-manager-thomas-middlecott-academy-boston-lincolnshire,https://teaching-vacancies.service.gov.uk/jobs/academy-operations-manager-thomas-middlecott-academy-boston-lincolnshire,Academy Operations Manager,Thomas Middlecott Academy,"Boston, East Midlands, PE20 1JS",PE20 1JS,"£42,839.00 - £42,839.00 Annually (Actual) NJC32 £42,839",2026-07-01,2026-09-13T23:59:00+01:00,['FULL_TIME'],"This is an important and high-profile role working as part of the Academy Senior Leadership Team and in conjunction with the Central Operational Teams. The role holder will be responsible for leading the implementation and compliance of the operational support functions of the Academy including Administration, HR, Payroll, Maintenance & Facilities, Health & Safety, Catering, Cleaning and Finance, in accordance with Trust policy and procedures. This is a permanent full time role (52 weeks) - 37 hours a week About our Academy We are unapologetically ambitious and have the highest expectations and aspirations for our students throughout Years 7 to 11. We want all students to achieve highly, but alongside academic excellence, we aim to develop young people who leave the academy with a secure sense of identity and understanding of diversity and as well-rounded confident young people who are ready and able to embrace the challenges of adult life Salary & Benefits NJC32 £42,839 FTE per annum Access to Local Government Pension Scheme 31 days annual leave plus statutory holidays Regional networks of Trust colleagues and access to key leaders in Education Commitment to employee Health and We",administration-category,"Administration, HR, data and finance",40,"[{""page"": 40, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,872c1db2e4cac582314b6b17a37179d2025008e4c352cde18a07bfbf2a3fee38
2026-08-31,Teaching Vacancies,accounts-payable-assistant-greenwood-academies-trust,https://teaching-vacancies.service.gov.uk/jobs/accounts-payable-assistant-greenwood-academies-trust,Accounts Payable Assistant,Greenwood Academies Trust,"Nottingham, NG3 5LR",NG3 5LR,"£26,403.00 - £28,142.00 Annually (Actual) GAT-5 52 Weeks Per Year 37 Hours Per Week",2026-07-29,2026-09-23T23:59:00+01:00,['FULL_TIME'],"We are looking for a proactive and organised Accounts Payable Assistant to join our Finance team and support the smooth and accurate delivery of our Procure‑to‑Pay processes. In this role, you’ll play an important part in ensuring our suppliers are paid on time, our financial records are maintained to the highest standard, and our academies receive an efficient and supportive service. Day‑to‑day, you’ll manage supplier invoices, maintain our AP mailbox, process payments, resolve queries, and liaise with colleagues across the Trust to ensure information is accurate and up to date. You’ll also support financial reconciliations, staff expense processing and contribute to the successful completion of year‑end activities. This is a varied and collaborative role where attention to detail, strong communication skills, and a proactive approach are key. You will work closely with both academy and central teams, helping to uphold our financial policies and contributing to ongoing improvements in our systems and processes. If you’re looking to develop your finance experience within a supportive and purpose‑driven organisation, we’d love to hear from you. In return we have multiple benefits fo",administration-category,"Administration, HR, data and finance",46,"[{""page"": 46, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,8932ae38c26e9e6f973468d8965cc65655472449e6a0b0f0bae4ef92512a2f62
2026-08-31,Teaching Vacancies,admin-and-premises-assistant-9d6fefc7-aa4d-4843-a7f1-fb8860efc481,https://teaching-vacancies.service.gov.uk/jobs/admin-and-premises-assistant-9d6fefc7-aa4d-4843-a7f1-fb8860efc481,Admin and Premises Assistant,Drayton Community Primary School,"Abingdon, South East, OX14 4JF",OX14 4JF,"£25,185.00 - £25,584.00 Annually (FTE)",2026-07-30,2026-09-01T12:00:00+01:00,['PART_TIME'],"Administration Assistant Full-time | Term Time Only (plus 4 inset days). Start date September 26 or as soon as possible Working Hours: Monday to Friday, 8.00am - 4.00pm, with some flexibility required. Term Time Only plus 4 inset days. Salary: Grade 4.4, £25,185 per annum FTE (Term Time only £21,294). Pay rise pending. Location: Drayton Community Primary School, near Abingdon, South Oxfordshire We are seeking a reliable, highly organised, and proactive individual to join our friendly school team. This position involves administrative duties within the school office with practical support for general upkeep of the school premises. The successful candidate will play a key part in ensuring the smooth day-to-day running of the school, providing a warm welcome to pupils, parents, carers and visitors. About Us Drayton Community Primary School is a welcoming, one-form entry school situated just outside Abingdon in South Oxfordshire, with excellent transport links to the A34/M4, Oxford, Didcot, Wallingford and Wantage. We are proud of our strong community spirit, with an active parent group (FODSA), a dedicated team of staff, and children who are eager to learn and take pride in their achi",administration-category,"Administration, HR, data and finance",9,"[{""page"": 9, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,d7dd83513b2d5a8619dbadc6d811188fa79640dd4552aa22969b990233b44b39
